agency,locus,frame,stringency,demkt_intensity,demkt_sacrifice,precarity,collectivism,growth_endorse,community,symbolic,PA,CE,RIA,RSV,AD,PR,CS,SCB,BSE,SPS,CDC,VS,FRUG,MAT,CR,country,PA1,PA2,PA3,PA4,CE1,CE2,CE3,RIA1,RIA2,RIA3,RIA4,RSV1,RSV2,RSV3,AD1,AD2,AD3,AD4,PR1,PR2,PR3,PR4,CS1,CS2,CS3,CS4,SCB1,SCB2,SCB3,BSE1,BSE2,BSE3,BSE4,SPS1,SPS2,SPS3,CDC1,CDC2,CDC3,VS1,VS2,VS3,FRUG1,FRUG2,FRUG3,MAT1,MAT2,MAT3,CR1,CR2,CR3,PA_c,CE_c,RIA_c,RSV_c,AD_c,PR_c,CS_c,SCB_c,BSE_c,SPS_c,CDC_c,VS_c,FRUG_c,MAT_c,CR_c
0,1,0,0.9134400450641345,0.5,0.5,0.30449080059271955,0.7289221399777233,-0.467670678406966,-0.08251871530559858,-1.0,-0.5979902519173192,1.2271877037723926,1.620687597142424,-0.756318577198215,1.931298157887472,-0.305040333642867,0.05428906027664432,0.01811316091960677,0.6599209878029456,1.3064921159560017,-1.0999823379448503,-0.6797907599891446,0.5189857304510475,0.5527635598890592,-1.4986591945930996,BR,3.0,3.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,-0.5118406301486104,1.3515872178764166,-0.7570376846637038,-2.0141225847580717,1.2830483117286788,-0.51935634340742,-0.5107430666460145,-0.9902757401638573,0.25410304323438415,1.0030715402787587,-1.357593130934786,-0.0019039323235101606,0.3330252265952042,0.6700785262825515,-1.005870411889434
1,0,0,0.5220579781350273,0.85,0.5,1.0744451853500656,-0.00926794084916105,-1.8356264387669825,0.29265629219321876,-1.0,-0.5513489684771993,-0.5188831105722809,1.3235054192099038,0.3199669534912905,1.0213635993904366,-0.9391615361523793,-0.3123687613781917,-0.35706903572587195,-0.2746040814197516,1.4382656649097951,-0.595553091735726,-1.8622675729840332,-2.384585821795105,-0.9999678399187264,0.22444719354021042,BR,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,6.0,-0.7677609452229155,-1.0070567273114714,-0.00015768333361029275,-0.6670241896852677,0.770597663010285,-1.557096149154373,-1.2695071396577353,-0.6594946996080803,-0.5203062313846913,0.6668229619326423,-0.675599721360011,-1.6942882198880331,-2.7117768451323774,-0.33159600693334657,1.008388235198294
1,0,0,0.5318594625261714,0.5,0.5,-0.2052386410736894,1.5401292131194118,0.512263918541187,-0.616610884594448,1.0,0.92677710871144,0.06379845138499368,3.063372470069052,2.6950184075666,-0.13925743533359547,-0.4734121466432808,1.4105677071376173,0.28163609762279107,0.5094116761927909,1.3043785128711214,0.03801740072858267,-0.17108062946392516,0.00753396191744754,-0.42987747541857946,-2.1386687443358716,BR,5.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,0.5118406301486104,0.340739812795893,1.5136023193265769,1.0168488041557373,-0.7667542831448969,-1.0382262462808964,1.006785079377427,0.33284842205925014,0.5122394681074093,2.011817275317108,0.006393688214763604,0.6750497827022994,-0.6819087973139892,-0.33159600693334657,-2.012999735433298
0,1,1,0.5443548951766254,0.15,0.5,1.0381727108426908,-0.6855146460572004,-0.24417172398742804,-0.3957256447431314,-1.0,-0.12315595935260971,-0.6881365665936867,0.39950106663931084,-0.47649853605357795,1.2916852127447762,0.08769194389035317,-0.05669477410062601,0.35098821181946444,0.5975774146701497,-1.5027333009179198,0.9192071373729206,1.0551805536424246,-0.12860366962856484,-1.5020208228221446,0.7927580010678709,BR,5.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,-0.2559203150743052,-1.3440058623383127,-1.7662110197704952,-1.34057338722167,-0.25430363442650294,0.2589485109027948,-1.2695071396577353,0.9944105031708043,-0.26216980651166616,-1.350668508144057,1.3703805073643127,1.0135266402152037,-0.0052861147078600845,-2.0010535622931758,0.672678460683673
0,0,1,0.16552943082753402,0.85,0.5,-0.4679446817998716,2.4953936085666286,-0.34270885850590865,1.2933249542951266,1.0,0.47373504260906885,1.0591155713059845,1.937711587810918,1.4217372572517064,-1.2345135076074016,-0.9749051891970721,1.8151723442263308,0.8020216706860571,0.44062469469622945,0.2773538842320318,-1.1552158524416507,-0.04066729675445613,0.8358584730754381,-2.7776445786339963,0.45809966882035846,BR,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,7.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,0.7677609452229155,1.3515872178764166,0.25213565044308756,1.0168488041557373,-1.5354302562224877,-1.2976611977176349,1.7655491523891478,1.3251915437265809,-0.0040333816386410185,-0.6781713514518238,0.006393688214763604,0.33657292518939413,0.3330252265952042,-2.668836584437108,0.33696868616905107
1,1,1,0.11756840101041029,0.85,0.15,2.383054701785741,1.2044701456528113,0.13075531564315812,-0.18870937783709718,1.0,0.004244690308000121,1.650638901299537,1.0748670376810063,0.9358841623165906,-1.1632414523222014,-2.1848967077163968,1.8390414120090686,0.7999247055387363,1.1272587024881646,0.8621531434255653,-0.11372793674885728,1.114986310327094,2.8631343205860196,0.05964813449098816,-0.16116349177886616,BR,4.0,3.0,4.0,3.0,7.0,6.0,6.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,-0.5118406301486104,2.36243462295694,-0.504744350887006,0.6800742053875366,-1.7916555805816847,-2.07596605202785,1.006785079377427,0.33284842205925014,1.2866487427264848,0.33057438358652524,0.3473903930021507,2.0289572127539177,2.362893274413592,0.6700785262825515,0.33696868616905107
1,1,1,0.8252260514243914,0.5,0.15,2.042907544170576,2.5453123104405844,-1.2883900904421657,1.2673903667940005,1.0,1.5759196477941793,1.771960830961496,3.2228537289110015,1.4249475491128247,2.7328762747110193,2.5635131901307004,0.5756392943967377,-0.440890168329133,-0.5233710542889969,-0.43668520231672014,0.40578416376847437,-2.0995177370718556,0.20960741487879048,0.029795387884903463,1.1477125069998055,BR,5.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,6.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,6.0,4.0,5.0,1.2796015753715257,2.025485487930099,1.0090156517731812,1.353623402923938,2.3079496091654668,1.8155582195232245,0.7538637217068533,0.0020673815034734882,0.25410304323438415,-1.350668508144057,0.6883870977895387,-1.6942882198880331,-0.34359745601092484,0.002295504138619457,1.008388235198294
1,1,1,0.8957637832786485,0.85,0.85,1.426673103164359,0.6194214425307525,1.098373422290717,-0.6862899450600615,1.0,1.3987971546015658,1.2799437044863415,2.49620410796122,2.806073282744568,3.761971000473742,3.442099744498532,0.05913127461410772,1.0103035194007541,-1.2427688641504306,0.5866421999137348,-0.09974513769565041,-1.1197172856029858,-0.3252420399947183,0.5992293876521799,1.283392865473421,BR,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,6.0,0.7677609452229155,0.6776889478227347,0.5044289842197854,1.0168488041557373,2.05172428480627,2.593863073833439,-1.0165857819871618,0.6636294626150276,-1.8109883557498172,-0.34192277310570757,0.3473903930021507,-0.6788576473493192,-0.6819087973139892,0.336187015210585,1.008388235198294
0,1,1,0.7933038728609296,0.15,0.85,0.016600074014177846,-0.5945620403303247,1.8828525592912875,-0.25494610804723694,-1.0,-0.340757068150289,1.4625197434346582,2.2025367458573513,0.942416673567863,0.32946104398601206,-1.1182124385581353,2.0597900450934876,1.3035960405182885,2.0280684830710167,-0.13814822130528825,-1.812351738097087,-0.5845945303780802,1.753891459675311,-0.00415229930270844,0.6098583802823808,BR,3.0,3.0,1.0,2.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,-1.7914422055201362,1.6885363529032582,0.5044289842197854,0.6800742053875366,-0.25430363442650294,-1.0382262462808964,1.2597064370480004,1.3251915437265809,1.2866487427264848,-0.6781713514518238,-1.0165964261473985,-0.34038078983641495,1.347959250504398,-0.6654875180053121,1.344098009712915
0,1,0,0.8631717343389754,0.5,0.85,0.2994106100701265,2.2890676036316746,-0.07930493917173959,-0.49518970447413463,-1.0,0.862665296946589,1.9864640642668312,2.549129814048295,-0.3632599359689197,1.6530025579647545,0.47741833103483533,0.27628960360859284,1.0120817931323216,0.06449696441452601,0.21550152335832234,-0.30261854138471156,0.14404577976164365,1.413334298662695,-0.20362988624251116,0.1945320144218023,BR,5.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,3.0,3.0,4.0,4.0,3.0,0.5118406301486104,2.36243462295694,0.7567223179964833,-1.003798788453469,1.0268229873694819,-0.2599213919706817,-1.0165857819871618,0.6636294626150276,-0.0040333816386410185,0.33057438358652524,-1.0165964261473985,0.6750497827022994,1.347959250504398,-0.33159600693334657,-0.33445086286019143
1,0,1,0.5624880473566796,0.15,0.5,1.7358677327933953,-0.1941489177498369,-0.012775610963603884,-0.8934486800163527,1.0,0.769342416579263,0.6950548449238557,2.6648111138891455,3.2584756314734937,-0.4308528141602017,0.8301198121968262,1.9119664088369759,0.7661603501261649,-0.15288909489596647,1.2539610975314286,0.6858186406696516,-0.16916775032435538,-0.7705345920644332,-0.8227501459936908,-0.7478720812405202,BR,5.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,7.0,6.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,0.7677609452229155,0.003790677769052107,1.5136023193265769,2.3639471992285412,0.0019216899326940501,0.7778184137762714,0.7538637217068533,1.3251915437265809,-1.294715506003767,1.3393201186248749,1.0293838025769257,-0.0019039323235101606,-0.6819087973139892,-0.6654875180053121,-1.005870411889434
0,0,0,0.1495589833208293,0.5,0.5,0.4538818611883129,-0.09650429771835944,-0.17701240320058476,0.5852070123372167,1.0,-0.024638489385696752,-0.20182035700107398,1.9381126883918838,0.6435080740662117,-0.08306781170715122,-0.21068853937397633,0.7248388379520008,0.8673476081119448,0.32227301436497147,-0.3141757487324296,-1.474690969282382,-0.32325610999146875,0.8242655827197942,-0.7076617303454904,0.8736321430823923,BR,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,6.0,3.0,4.0,5.0,6.0,4.0,5.0,-0.2559203150743052,-1.0070567273114714,-0.00015768333361029275,-0.3302495909170669,-0.25430363442650294,1.0372533652130096,-0.004900351304867399,0.6636294626150276,0.25410304323438415,-0.6781713514518238,-0.3346030165726239,-0.6788576473493192,1.347959250504398,0.002295504138619457,1.008388235198294
0,0,0,0.36426998129892396,0.15,0.15,1.8439582661995095,-0.3523897087141321,-1.5484888075629966,-0.19304636038462913,1.0,-0.926862860096397,-0.0024446936845033476,1.4204951607544585,1.7364730330102498,0.7805954799405789,0.6045675633454094,-0.17729232534782746,-1.4715376125251145,-0.17691607896652006,1.6098782638530513,0.44921841704728127,-0.7018303900321976,0.09491380118328557,-0.41509294027843313,0.7106116441142468,BR,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,6.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,-1.535521890445831,-0.6701075922846301,-0.00015768333361029275,1.353623402923938,0.514372338651088,-0.2599213919706817,-0.5107430666460145,-2.3133999023869647,-0.7784426562577165,1.3393201186248749,1.0293838025769257,-1.017334504862224,0.6713365678982695,-0.6654875180053121,0.33696868616905107
0,1,0,0.12127101393413732,0.5,0.15,0.1702863111983135,3.2196744376502338,1.4739417216526929,-0.12375895061024679,-1.0,0.7639663814007778,1.150794974963186,1.3317151218152337,0.4155459927528242,-0.14205749591756295,0.32007267144850127,1.2820295858272905,1.1741484500748942,1.2710706852533806,0.7578300160735953,-2.3351781995191265,-0.8117525915938983,0.38202163441717046,-0.31169673629644573,1.8742152764961697,BR,5.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,6.0,6.0,6.0,1.535521890445831,1.0146380828495756,-1.0093310184404016,0.006525007851134241,0.0019216899326940501,-0.00048644053394344185,1.2597064370480004,0.9944105031708043,0.5122394681074093,-0.0056741947595909305,-2.0395865405095606,-0.34038078983641495,-0.0052861147078600845,-0.33159600693334657,2.015517558742158
0,0,1,0.6939812090968572,0.85,0.5,0.640719925182534,0.23701581087735274,0.023536023374520265,-0.328829775333972,1.0,-0.4412414053915314,-0.24421567924849147,2.2064582870864373,1.1614754311432363,1.6018665449638776,1.612846120515031,-0.2769757827256555,-0.6208056679867677,0.5797970029539655,-0.32832110112879637,-0.11585435295365498,1.0976047419777535,-0.3473774094609218,-0.005663901768421631,-2.6590197284818156,BR,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,6.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,-1.2796015753715257,-1.3440058623383127,1.0090156517731812,0.006525007851134241,0.514372338651088,0.7778184137762714,-1.0165857819871618,-0.9902757401638573,-0.26216980651166616,-1.0144199297979404,-0.675599721360011,0.6750497827022994,-0.34359745601092484,0.002295504138619457,-3.0201290589771617
1,0,0,0.5823878721502213,0.85,0.5,-0.25300526040085747,0.9941332875109585,-1.0488411012838796,-0.43286584648628784,1.0,-1.182057225393431,0.23763911439977076,0.18226897155523858,0.7131873102130994,1.3428190125250465,1.1909686052301622,-0.20346359638653883,-0.5384772061907678,-1.2104254777641,-0.41066289808026424,0.0020132618008317227,-0.4148180475561079,0.3918734607957092,-0.536388577263386,-0.3479239363887136,BR,3.0,3.0,4.0,2.0,6.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,-1.0236812602972207,1.0146380828495756,-1.0093310184404016,0.006525007851134241,0.514372338651088,1.5561232680864863,-1.0165857819871618,-0.6594946996080803,-1.8109883557498172,-0.34192277310570757,0.006393688214763604,1.0135266402152037,0.6713365678982695,-0.33159600693334657,-0.33445086286019143
1,0,0,0.06337951027351066,0.5,0.15,1.3971988495468137,-0.8484002742920478,-0.4905598713190477,-0.7515458973726683,-1.0,0.6290337081911581,-1.1407508451215247,1.887511024399681,1.27132916614667,0.19025510121085093,-0.6331373069001696,0.5394904132172823,0.08182124187425144,-0.342067225414176,0.8474573608991179,-1.0994725038530835,-0.8936333358440796,0.6389614387266997,-2.509443226692636,-1.258392546992727,BR,4.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,-0.2559203150743052,-1.6809549973651536,-0.25245101711030815,0.006525007851134241,0.258147014291891,-0.7787912948441582,0.5009423640362798,0.0020673815034734882,-0.5203062313846913,0.6668229619326423,-0.3346030165726239,-1.017334504862224,-0.0052861147078600845,-2.0010535622931758,-1.6772899609186764
1,0,0,0.06260237649656805,0.5,0.85,-1.6466049675762346,0.2995097170685477,0.755150272183974,0.9100712887495717,-1.0,0.5640106715550125,0.9499125686921761,-0.13276592729383574,-0.010305892020640306,-1.0588134018515225,-0.6035239279787686,0.03736292314355488,-0.9515271040551285,0.153004224860813,0.5322024147361998,-1.4198289481921826,0.12485057937629518,-0.12925118829297794,-0.35213300824831617,0.6368220619509449,BR,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,6.0,6.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,0.0,0.003790677769052107,-2.018504353547193,-1.34057338722167,-1.0229796075040938,-0.7787912948441582,-1.0165857819871618,-1.651837821275411,0.25410304323438415,1.3393201186248749,-1.357593130934786,-0.34038078983641495,0.6713365678982695,-0.6654875180053121,0.672678460683673
1,1,1,0.694700030930104,0.5,0.5,0.13980090881423313,0.387843056975929,2.0099125091125654,-0.91893247045459,1.0,0.7138834807466314,-0.5129411821002167,1.339849520658856,0.5347653168825829,1.153331478983122,-0.9722867308362271,0.5029801271848298,0.29367624821814203,2.6714027589781373,0.7038694872957246,-0.482237395673098,-0.4620726484972422,-0.5380380445908335,-1.35290127253563,0.41362810201749484,BR,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,5.0,0.2559203150743052,-1.6809549973651536,-1.0093310184404016,0.006525007851134241,0.258147014291891,-0.7787912948441582,-0.004900351304867399,-0.3287136590523036,2.3191944422185853,1.0030715402787587,0.6883870977895387,-0.34038078983641495,-0.6819087973139892,-2.3349450733651413,0.672678460683673
0,1,0,0.6654573734508705,0.85,0.5,1.8054105847227981,-1.1087937568217208,-0.6949537437786752,1.8976593222248186,1.0,-0.2129498781173879,1.2061297571022347,1.9937402716706458,0.9797795500028853,3.1536018695842776,2.1536522282433945,0.27361643311900496,0.34679241395578386,0.6522493267396874,-1.1039124872395194,-1.1827365386573405,-2.0338708409354207,-0.9236252064945925,2.455489286342915,1.2028763486114937,BR,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,-1.0236812602972207,0.340739812795893,0.25213565044308756,0.6800742053875366,1.2830483117286788,1.8155582195232245,-0.257821708975441,-0.6594946996080803,0.5122394681074093,-0.6781713514518238,-0.675599721360011,-1.3558113623751287,-1.020220138617054,1.3378615484264826,0.33696868616905107
0,0,1,0.23646570512372583,0.85,0.5,0.7079740317205236,-1.0163561588436858,0.4338348206928367,-0.4239457224743613,1.0,-0.8561670752001769,0.0020032870378140937,1.1995855226150631,1.141575684160514,0.058244695189858614,-0.9422336207924125,1.3358385650641762,0.3832952139570542,1.6757255736494967,0.14036611632465584,-0.7989822984366255,1.4236514565316667,1.1449952718271978,0.03816880776014969,0.27029863856797276,BR,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,-1.535521890445831,-0.6701075922846301,-0.504744350887006,0.006525007851134241,0.0019216899326940501,-1.8165311005911113,0.5009423640362798,-0.9902757401638573,0.7703758929804345,-1.0144199297979404,-0.675599721360011,1.6904803552410133,0.6713365678982695,0.336187015210585,0.33696868616905107
1,0,0,0.34934003642201455,0.15,0.85,1.9576859708563341,0.7039207392021182,-0.25835686636622907,0.1464564928420184,-1.0,-0.8625094248874589,1.4546078345110878,1.0187775293467758,-0.787879478669596,0.8357723848453089,-0.9970052999266841,0.9373967640368646,0.8818560274091989,1.0706347508103653,0.8613450518331254,-1.3620286827495656,-0.3086626614033441,0.9572867817040446,-1.4824006694166274,1.5329202223877865,BR,3.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,6.0,6.0,5.0,-2.3032828356687465,0.340739812795893,-1.0093310184404016,-1.6773479859898708,0.514372338651088,-1.2976611977176349,-0.004900351304867399,0.6636294626150276,1.0285123178534596,-0.0056741947595909305,-1.0165964261473985,-0.34038078983641495,0.6713365678982695,-1.3332705401492442,1.679807784227537
1,1,0,0.22735388580900096,0.85,0.5,1.4810332013124463,-0.2986568152536322,-0.30756426360522787,-0.8268974595990785,1.0,0.7900176444826648,0.7104167352087716,2.8089793014644275,2.306349368702735,-0.05691493458945063,-0.30301394653563357,1.2072879050478993,0.5326294255933635,0.745781252487109,0.10026817124520027,-1.0072664305845005,0.009282332681161853,-0.462555021997791,-0.9933150045524306,0.19967460135999987,BR,4.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,7.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,0.5118406301486104,1.0146380828495756,0.7567223179964833,1.353623402923938,-0.5105289587856999,-0.2599213919706817,-0.004900351304867399,0.33284842205925014,0.7703758929804345,-0.34192277310570757,-1.0165964261473985,-0.0019039323235101606,-0.34359745601092484,-0.6654875180053121,0.33696868616905107
0,1,0,0.4598755412611995,0.15,0.5,-0.49231225289056835,0.0714189234904698,-0.8426697415846198,0.7646757718248564,-1.0,-0.15425973939325513,0.4412290218229233,1.7782698279604745,1.1263398065062302,-0.5978142868711206,-1.3546245217755841,1.8259094986069504,0.24143799080087502,-0.8942982493492327,0.991000991917388,-1.5682507224425226,1.8995865777281726,-0.1274826185650394,-0.523308305083404,0.13183540127683646,BR,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,6.0,6.0,6.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,-0.5118406301486104,0.003790677769052107,-0.7570376846637038,0.006525007851134241,-0.5105289587856999,-1.2976611977176349,1.006785079377427,0.0020673815034734882,-0.5203062313846913,-0.0056741947595909305,-1.357593130934786,2.0289572127539177,-0.6819087973139892,-0.6654875180053121,0.0012589116544300268
